VOLUME_GB,VALOR_UD,PROJETO,TIPO_PROCESSAMENTO,PONTOS_PROCESSAMENTO,PUBLICIDADE,PROGRAMA,TIPO_PROGRAMA,TECNOLOGIA,INICIO,TERMINO,IDADE,DATA_PUBLICIDADE,BLOCO,CAMPO,BACIA,CLASS_BACIA,EAD,OPERADORA
216.550.075,43.310.015,R0302_BERBIGAO_SURURU_BAZ_PSDM_158,PSDM,5,Publico,R0302_BERBIGAO_SURURU_BAZ,Exclusivo,Sismica 3D,11/05/2015,26/02/2016,7,26/02/2021,BM-S-11, ,Santos,3,Petrobras,Petrobras
1.500.606.356,3.001.212.712,R0302_BUZIOS_PSDM_D_K_AVA_11_21,PSDM,5,Confidencial,R0302_BUZIOS,Exclusivo,Sismica 3D,04/07/2016,15/03/2019,4,15/03/2024, ,BuZIOS,Santos,3,Schlumberger,Petrobras
1.500.606.356,3.001.212.712,R0302_BUZIOS_PSDM_D_K_AVA_3_13,PSDM,5,Confidencial,R0302_BUZIOS,Exclusivo,Sismica 3D,04/07/2016,15/03/2019,4,15/03/2024, ,BuZIOS,Santos,3,Schlumberger,Petrobras
1.500.606.356,3.001.212.712,R0302_BUZIOS_PSDM_D_K_AVA_19_29,PSDM,5,Confidencial,R0302_BUZIOS,Exclusivo,Sismica 3D,04/07/2016,15/03/2019,4,15/03/2024, ,BuZIOS,Santos,3,Schlumberger,Petrobras
1.500.606.356,3.001.212.712,R0302_BUZIOS_PSDM_D_K_AVA_27_37,PSDM,5,Confidencial,R0302_BUZIOS,Exclusivo,Sismica 3D,04/07/2016,15/03/2019,4,15/03/2024, ,BuZIOS,Santos,3,Schlumberger,Petrobras
1.501.028.943,3.002.057.886,R0302_BUZIOS_PSDM_D_RTM,PSDM,5,Confidencial,R0302_BUZIOS,Exclusivo,Sismica 3D,04/07/2016,15/03/2019,4,15/03/2024, ,BuZIOS,Santos,3,Schlumberger,Petrobras
1.501.028.943,3.002.057.886,R0302_BUZIOS_PSDM_D_RTM_AVA_3_12,PSDM,5,Confidencial,R0302_BUZIOS,Exclusivo,Sismica 3D,04/07/2016,15/03/2019,4,15/03/2024, ,BuZIOS,Santos,3,Schlumberger,Petrobras
1.501.028.943,3.002.057.886,R0302_BUZIOS_PSDM_D_RTM_AVA_12_21,PSDM,5,Confidencial,R0302_BUZIOS,Exclusivo,Sismica 3D,04/07/2016,15/03/2019,4,15/03/2024, ,BuZIOS,Santos,3,Schlumberger,Petrobras
1.501.028.943,3.002.057.886,R0302_BUZIOS_PSDM_D_RTM_AVA_21_30,PSDM,5,Confidencial,R0302_BUZIOS,Exclusivo,Sismica 3D,04/07/2016,15/03/2019,4,15/03/2024, ,BuZIOS,Santos,3,Schlumberger,Petrobras
1.501.028.943,3.002.057.886,R0302_BUZIOS_PSDM_D_RTM_AVA_27_36,PSDM,5,Confidencial,R0302_BUZIOS,Exclusivo,Sismica 3D,04/07/2016,15/03/2019,4,15/03/2024, ,BuZIOS,Santos,3,Schlumberger,Petrobras
150.136.281,300.272.562,R0302_BUZIOS_PSDM_D_K,PSDM,5,Confidencial,R0302_BUZIOS,Exclusivo,Sismica 3D,04/07/2016,15/03/2019,4,15/03/2024, ,BuZIOS,Santos,3,Schlumberger,Petrobras
4.154.095.743,8.308.191.486,R0302_BUZIOS_AP_PSDM_D_K,PSDM,5,Publico,R0302_BUZIOS_AP,Exclusivo,Sismica 3D,04/07/2016,25/05/2017,6,25/05/2022, ,BuZIOS,Santos,3,Schlumberger,Petrobras
4.154.095.743,8.308.191.486,R0302_BUZIOS_AP_PSDM_D_RTM,PSDM,5,Publico,R0302_BUZIOS_AP,Exclusivo,Sismica 3D,04/07/2016,25/05/2017,6,25/05/2022, ,BuZIOS,Santos,3,Schlumberger,Petrobras
4.829.696.675,965.939.335,R0302_BUZIOS_RASO_CENTRAL_PSDM_VERSAO1,PSDM,5,Confidencial,R0302_BUZIOS_RASO_CENTRAL,Exclusivo,Sismica 3D,30/04/2020,04/12/2020,3,04/12/2025, , ,Santos,3,Petrobras,Petrobras
4.829.696.675,965.939.335,R0302_BUZIOS_RASO_CENTRAL_PSDM_VERSAO2,PSDM,5,Confidencial,R0302_BUZIOS_RASO_CENTRAL,Exclusivo,Sismica 3D,30/04/2020,04/12/2020,3,04/12/2025, , ,Santos,3,Petrobras,Petrobras
1.035.430.626,2.070.861.252,R0302_BUZIOS_RASO_LESTE,PSDM,5,Confidencial,R0302_BUZIOS_RASO_LESTE,Exclusivo,Sismica 3D,30/07/2021,11/02/2022,1,11/02/2027, ,BuZIOS,Santos,3,Petrobras,Petrobras
5.133.976.746,1.026.795.349,R0302_BUZIOS_RASO_MOD2,PSDM,5,Publico,R0302_BUZIOS_RASO_MOD2,Exclusivo,Sismica 3D,19/02/2018,01/08/2018,5,01/08/2023, ,BuZIOS,Santos,3,Petrobras,Petrobras
9.471.299.558,1.894.259.912,R0302_BUZIOS_RASO_MOD5_PSDM,PSDM,5,Confidencial,R0302_BUZIOS_RASO_MOD5,Exclusivo,Sismica 3D,28/03/2020,13/07/2020,3,13/07/2025,BUZIOS_EXC, ,Santos,3,Petrobras,Petrobras
9.471.299.558,1.894.259.912,R0302_BUZIOS_RASO_MOD5_PSDM_ITERDEC,PSDM,5,Confidencial,R0302_BUZIOS_RASO_MOD5,Exclusivo,Sismica 3D,28/03/2020,13/07/2020,3,13/07/2025,BUZIOS_EXC, ,Santos,3,Petrobras,Petrobras
9.471.299.558,1.894.259.912,R0302_BUZIOS_RASO_MOD5_PSDM_ITERDEC_INTGR,PSDM,5,Confidencial,R0302_BUZIOS_RASO_MOD5,Exclusivo,Sismica 3D,28/03/2020,13/07/2020,3,13/07/2025,BUZIOS_EXC, ,Santos,3,Petrobras,Petrobras
175.443.106,350.886.212,R0302_FLORIM,PSDM,5,Publico,R0302_FLORIM,Exclusivo,Sismica 3D,01/02/2011,04/02/2013,10,04/02/2018,FLORIM, ,Santos,3,Petrobras,Petrobras
754.901.978,1.509.803.956,R0302_FRANCO,PSDM,5,Publico,R0302_FRANCO,Exclusivo,Sismica 3D,01/11/2012,01/04/2013,10,01/04/2018,FRANCO, ,Santos,3,Petrobras,Petrobras
2.402.878.554,4.805.757.108,R0302_FRANCO_FLORIM,PSDM,5,Publico,R0302_FRANCO_FLORIM,Exclusivo,Sismica 3D,26/04/2012,02/07/2012,11,02/07/2017,multiplos, ,Santos,3,Petrobras,Petrobras
8.117.370.217,1.623.474.043,R0302_FRANCO_TAMBUATA_PSDM_CALIBRADO,PSDM,5,Publico,R0302_FRANCO_TAMBUATA,Exclusivo,Sismica 3D,31/03/2014,11/07/2014,9,11/07/2019,multiplos, ,Santos,3,Petrobras,Petrobras
367.623.219,735.246.438,R0302_IARA_ENTORNO,PSDM,5,Publico,R0302_IARA_ENTORNO,Exclusivo,Sismica 3D,01/12/2012,30/06/2013,10,30/06/2018,IARA_ENT, ,Santos,3,Petrobras,Petrobras
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_3AZ_FULL_3_35_A,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_3AZ_FULL_3_35_B,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_3AZ_FULL_3_35_C,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_CLUSTER_AZ_090_FULL_3_35_A,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_CLUSTER_AZ_090_FULL_3_35_B,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_CLUSTER_AZ_090_FULL_3_35_C,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_FRANCO_AZ_158_FULL_3_35_A,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_FRANCO_AZ_158_FULL_3_35_B,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_FRANCO_AZ_158_FULL_3_35_C,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_IARA_AZ_123_FULL_3_35_A,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_IARA_AZ_123_FULL_3_35_B,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_K_IARA_AZ_123_FULL_3_35_C,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_L_3AZ_FULL_3_35_A,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_L_3AZ_FULL_3_35_B,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_L_3AZ_FULL_3_35_C,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_3AZ_FULL_3_35_A,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_3AZ_FULL_3_35_B,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_3AZ_FULL_3_35_C,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_CLUSTER_AZ_090_FULL_3_35_A,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_CLUSTER_AZ_090_FULL_3_35_B,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_CLUSTER_AZ_090_FULL_3_35_C,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_FRANCO_AZ_158_FULL_3_35_A,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_FRANCO_AZ_158_FULL_3_35_B,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_FRANCO_AZ_158_FULL_3_35_C,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_IARA_AZ_123_FULL_3_35_A,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_IARA_AZ_123_FULL_3_35_B,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
6.273.473.073,1.254.694.615,R0302_IARA_LSRTM_PSDM_R_IARA_AZ_123_FULL_3_35_C,PSDM,5,Confidencial,R0302_IARA_LSRTM_PSDM,Exclusivo,Sismica 3D,01/08/2019,31/05/2021,2,31/05/2026,BM-S-11, ,Santos,3,TotalEnergies EP,TotalEnergies EP
226.326.774,452.653.548,R0302_IARA_TRIAZIMUTE_PSDM_123,PSDM,5,Publico,R0302_IARA_TRIAZIMUTE,Exclusivo,Sismica 3D,22/09/2014,22/09/2015,8,22/09/2020,BM-S-11, ,Santos,3,Petrobras,Petrobras
226.436.657,452.873.314,R0302_IARA_TRIAZIMUTE_PSDM_AZ_90_123,PSDM,5,Publico,R0302_IARA_TRIAZIMUTE,Exclusivo,Sismica 3D,22/09/2014,22/09/2015,8,22/09/2020,BM-S-11, ,Santos,3,Petrobras,Petrobras
226.436.657,452.873.314,R0302_IARA_TRIAZIMUTE_PSDM_AZ_90,PSDM,5,Publico,R0302_IARA_TRIAZIMUTE,Exclusivo,Sismica 3D,22/09/2014,22/09/2015,8,22/09/2020,BM-S-11, ,Santos,3,Petrobras,Petrobras
226.436.657,452.873.314,R0302_IARA_TRIAZIMUTE_PSDM_AZ_90_158,PSDM,5,Publico,R0302_IARA_TRIAZIMUTE,Exclusivo,Sismica 3D,22/09/2014,22/09/2015,8,22/09/2020,BM-S-11, ,Santos,3,Petrobras,Petrobras
226.436.657,452.873.314,R0302_IARA_TRIAZIMUTE_PSDM_90_123_158,PSDM,5,Publico,R0302_IARA_TRIAZIMUTE,Exclusivo,Sismica 3D,22/09/2014,22/09/2015,8,22/09/2020,BM-S-11, ,Santos,3,Petrobras,Petrobras
226.436.657,452.873.314,R0302_IARA_TRIAZIMUTE_PSDM_AZ_158,PSDM,5,Publico,R0302_IARA_TRIAZIMUTE,Exclusivo,Sismica 3D,22/09/2014,22/09/2015,8,22/09/2020,BM-S-11, ,Santos,3,Petrobras,Petrobras
226.436.657,452.873.314,R0302_IARA_TRIAZIMUTE_PSDM_AZ_123_158,PSDM,5,Publico,R0302_IARA_TRIAZIMUTE,Exclusivo,Sismica 3D,22/09/2014,22/09/2015,8,22/09/2020,BM-S-11, ,Santos,3,Petrobras,Petrobras
3.682.434.363,7.364.868.727,R0302_IRACEMA_PSDM_BIAZIMUTE,PSDM,5,Publico,R0302_IRACEMA_PSDM_BIAZIMUTE,Exclusivo,Sismica 3D,01/09/2017,01/08/2018,5,01/08/2023,BM-S-11, ,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_3_14_VERSAO1,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_3_14_VERSAO2,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_3_14_VERSAO3,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_11_22_VERSAO1,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_11_22_VERSAO2,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_11_22_VERSAO3,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_19_30_VERSAO1,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_19_30_VERSAO2,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_19_30_VERSAO3,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_27_38_VERSAO1,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_27_38_VERSAO2,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_AVA_27_38_VERSAO3,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_FULL_VERSAO1,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_FULL_VERSAO2,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_FULL_VERSAO3,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_FULL_VERSAO4,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_FULL_VERSAO5,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_FULL_VERSAO6,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_FULL_VERSAO7,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_FULL_VERSAO8,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_K_FULL_VERSAO9,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_3_14_VERSAO1,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_3_14_VERSAO2,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_3_14_VERSAO3,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_11_22_VERSAO1,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_11_22_VERSAO2,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_11_22_VERSAO3,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_19_30_VERSAO1,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_19_30_VERSAO2,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_19_30_VERSAO3,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_27_38_VERSAO1,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_27_38_VERSAO2,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_AVA_27_38_VERSAO3,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_FULL_VERSAO1,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
1.800.690.676,3.601.381.351,R0302_LULA_BIAZ_PSDM_D_RTM_FULL_VERSAO2,PSDM,5,Confidencial,R0302_LULA_BIAZ,Exclusivo,Sismica 3D,06/04/2018,21/12/2020,3,21/12/2025, ,TUPI,Santos,3,Petrobras,Petrobras
