VOLUME_GB,VALOR_UD,PROJETO,TIPO_PROCESSAMENTO,PONTOS_PROCESSAMENTO,PUBLICIDADE,PROGRAMA,TIPO_PROGRAMA,TECNOLOGIA,INICIO,TERMINO,IDADE,DATA_PUBLICIDADE,BLOCO,CAMPO,BACIA,CLASS_BACIA,EAD,OPERADORA
, ,0230_PARNAIBA_39,Field Data,0,Publico,0230_PARNAIBA_39,Exclusivo Pre-98,Sismica 2D,27/04/1994,20/08/1994,29, , , ,Parnaiba,7,Petrobras,Petrobras
0.012125,1,0230_POTIGUAR_39_PSTM_FOMENTO,PSTM,3.75,Publico,0230_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,01/04/1995,15/12/1995,28, , , ,Potiguar,0,Petrobras,Petrobras
0.012125,1,0230_POTIGUAR_39_POSTSTM_FOMENTO,POST-STM,2.5,Publico,0230_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,01/04/1995,15/12/1995,28, , , ,Potiguar,0,Petrobras,Petrobras
0.3975392,1,0230_POTIGUAR_39,STK FIN,0.5,Publico,0230_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,01/04/1995,15/12/1995,28, , , ,Potiguar,0,Petrobras,Petrobras
12.259.825,1,0230_POTIGUAR_39,MIG FIN,1,Publico,0230_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,01/04/1995,15/12/1995,28, , , ,Potiguar,0,Petrobras,Petrobras
, ,0230_POTIGUAR_39,Field Data,0,Publico,0230_POTIGUAR_39,Exclusivo Pre-98,Sismica 2D,01/04/1995,15/12/1995,28, , , ,Potiguar,0,Petrobras,Petrobras
, ,0230_TUCANO_CENTRAL_39,Field Data,0,Publico,0230_TUCANO_CENTRAL_39,Exclusivo Pre-98,Sismica 2D,12/07/1993,13/07/1993,30, , , ,Tucano Central,7,Petrobras,Petrobras
, ,0230_TUCANO_NORTE_39,Field Data,0,Publico,0230_TUCANO_NORTE_39,Exclusivo Pre-98,Sismica 2D,29/04/1993,30/04/1993,30, , , ,Tucano Norte,7,Petrobras,Petrobras
11.616.113,1,0231_ALTO_BADEJO_17A,STK FIN,0.5,Publico,0231_ALTO_BADEJO_17A,Exclusivo Pre-98,Sismica 2D,27/11/1989,22/12/1989,34, , , ,Campos,3,Western,
11.246.863,1,0231_ALTO_BADEJO_17A,MIG FIN,1,Publico,0231_ALTO_BADEJO_17A,Exclusivo Pre-98,Sismica 2D,27/11/1989,22/12/1989,34, , , ,Campos,3,Western,
, ,0231_ALTO_BADEJO_17A,Field Data,0,Publico,0231_ALTO_BADEJO_17A,Exclusivo Pre-98,Sismica 2D,27/11/1989,22/12/1989,34, , , ,Campos,3,Western,
, ,0231_ARRAIA,Field Data,0,Publico,0231_ARRAIA,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Cumuruxatiba,6,Western,
0.0459627,1,0231_BAIXO_MOSQUEIRO_11A_POSTSTM,POST-STM,2.5,Publico,0231_BAIXO_MOSQUEIRO_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,Western,
0.0822812,1,0231_BAIXO_MOSQUEIRO_11A,STK FIN,0.5,Publico,0231_BAIXO_MOSQUEIRO_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,Western,
0.034713,1,0231_BAIXO_MOSQUEIRO_11A,MIG FIN,1,Publico,0231_BAIXO_MOSQUEIRO_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,Western,
, ,0231_BAIXO_MOSQUEIRO_11A,Field Data,0,Publico,0231_BAIXO_MOSQUEIRO_11A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,Western,
0.0917489,1,0231_BAIXO_MOSQUEIRO_22A,STK FIN,0.5,Publico,0231_BAIXO_MOSQUEIRO_22A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,Western,
0.090686,1,0231_BAIXO_MOSQUEIRO_22A,MIG FIN,1,Publico,0231_BAIXO_MOSQUEIRO_22A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,Western,
, ,0231_BAIXO_MOSQUEIRO_22A,Field Data,0,Publico,0231_BAIXO_MOSQUEIRO_22A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,Western,
0.9472109,1,0231_BAIXO_SAO_TOME_3A,STK FIN,0.5,Publico,0231_BAIXO_SAO_TOME_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Western,
1.298.191,1,0231_BAIXO_SAO_TOME_3A,MIG FIN,1,Publico,0231_BAIXO_SAO_TOME_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Western,
, ,0231_BAIXO_SAO_TOME_3A,Field Data,0,Publico,0231_BAIXO_SAO_TOME_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Western,
0.5063394,1,0231_ITACARE_10A,STK FIN,0.5,Publico,0231_ITACARE_10A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Camamu,6,Western,
0.5762588,1,0231_ITACARE_10A,MIG FIN,1,Publico,0231_ITACARE_10A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Camamu,6,Western,
, ,0231_ITACARE_10A,Field Data,0,Publico,0231_ITACARE_10A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Camamu,6,Western,
0.1864833,1,0231_MUCURI_9A,STK FIN,0.5,Publico,0231_MUCURI_9A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Cumuruxatiba,6,Western,
0.1322501,1,0231_MUCURI_9A,MIG FIN,1,Publico,0231_MUCURI_9A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Cumuruxatiba,6,Western,
, ,0231_MUCURI_9A,Field Data,0,Publico,0231_MUCURI_9A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Cumuruxatiba,6,Western,
1.100.002,1,0231_MUCURI_CENTRAL_8A,STK FIN,0.5,Publico,0231_MUCURI_CENTRAL_8A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,Western,
11.482.428,1,0231_MUCURI_CENTRAL_8A,MIG FIN,1,Publico,0231_MUCURI_CENTRAL_8A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,Western,
, ,0231_MUCURI_CENTRAL_8A,Field Data,0,Publico,0231_MUCURI_CENTRAL_8A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,Western,
14.800.075,1,0231_MUNDAU_16A,STK FIN,0.5,Publico,0231_MUNDAU_16A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Ceara,0,Western,
15.171.028,1,0231_MUNDAU_16A,MIG FIN,1,Publico,0231_MUNDAU_16A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Ceara,0,Western,
, ,0231_MUNDAU_16A,Field Data,0,Publico,0231_MUNDAU_16A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Ceara,0,Western,
10.045.877,1,0231_NE_MARLIM_20A,STK FIN,0.5,Publico,0231_NE_MARLIM_20A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Western,
10.054.578,1,0231_NE_MARLIM_20A,MIG FIN,1,Publico,0231_NE_MARLIM_20A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Western,
, ,0231_NE_MARLIM_20A,Field Data,0,Publico,0231_NE_MARLIM_20A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Western,
195.638,1,0231_PELOTAS_19A,STK FIN,0.5,Publico,0231_PELOTAS_19A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Pelotas,8.5,Western,
13.467.999,1,0231_PELOTAS_19A,MIG FIN,1,Publico,0231_PELOTAS_19A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Pelotas,8.5,Western,
, ,0231_PELOTAS_19A,Field Data,0,Publico,0231_PELOTAS_19A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Pelotas,8.5,Western,
18.975.295,1,0231_PELOTAS_4A,STK FIN,0.5,Publico,0231_PELOTAS_4A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Pelotas,8.5,Western,
18.933.714,1,0231_PELOTAS_4A,MIG FIN,1,Publico,0231_PELOTAS_4A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Pelotas,8.5,Western,
, ,0231_PELOTAS_4A,Field Data,0,Publico,0231_PELOTAS_4A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Pelotas,8.5,Western,
0.1557385,1,0231_S_BAIXO_MOSQUEIRO_23A,STK FIN,0.5,Publico,0231_S_BAIXO_MOSQUEIRO_23A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Jacuipe,6,Western,
0.1557385,1,0231_S_BAIXO_MOSQUEIRO_23A,MIG FIN,1,Publico,0231_S_BAIXO_MOSQUEIRO_23A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Jacuipe,6,Western,
, ,0231_S_BAIXO_MOSQUEIRO_23A,Field Data,0,Publico,0231_S_BAIXO_MOSQUEIRO_23A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Jacuipe,6,Western,
19.476.103,1,0231_SANTOS_18A,STK FIN,0.5,Publico,0231_SANTOS_18A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
18.158.162,1,0231_SANTOS_18A,MIG FIN,1,Publico,0231_SANTOS_18A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
, ,0231_SANTOS_18A,Field Data,0,Publico,0231_SANTOS_18A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
0.479633,1,0231_SANTOS_5A,STK FIN,0.5,Publico,0231_SANTOS_5A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
0.4923984,1,0231_SANTOS_5A,MIG FIN,1,Publico,0231_SANTOS_5A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
, ,0231_SANTOS_5A,Field Data,0,Publico,0231_SANTOS_5A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
0.7559797,1,0231_SANTOS_6A,STK FIN,0.5,Publico,0231_SANTOS_6A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
0.7755479,1,0231_SANTOS_6A,MIG FIN,1,Publico,0231_SANTOS_6A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
, ,0231_SANTOS_6A,Field Data,0,Publico,0231_SANTOS_6A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
0.4187949,1,0231_SANTOS_7A,STK FIN,0.5,Publico,0231_SANTOS_7A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
0.4185176,1,0231_SANTOS_7A,MIG FIN,1,Publico,0231_SANTOS_7A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
, ,0231_SANTOS_7A,Field Data,0,Publico,0231_SANTOS_7A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Western,
11.273.307,1,0231_SE_ESPIRITO_SANTO_1A,STK FIN,0.5,Publico,0231_SE_ESPIRITO_SANTO_1A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,Western,
0.9878007,1,0231_SE_ESPIRITO_SANTO_1A,MIG FIN,1,Publico,0231_SE_ESPIRITO_SANTO_1A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,Western,
, ,0231_SE_ESPIRITO_SANTO_1A,Field Data,0,Publico,0231_SE_ESPIRITO_SANTO_1A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,Western,
0.3048017,1,0232_ABROLHOS_1B,STK FIN,0.5,Publico,0232_ABROLHOS_1B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,GSI-BROOKS,
0.3048017,1,0232_ABROLHOS_1B,MIG FIN,1,Publico,0232_ABROLHOS_1B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,GSI-BROOKS,
, ,0232_ABROLHOS_1B,Field Data,0,Publico,0232_ABROLHOS_1B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,GSI-BROOKS,
, ,0232_ABROLHOS_1B_ANALISE,Field Data,0,Publico,0232_ABROLHOS_1B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,GSI-BROOKS,
0.7715905,1,0232_BAHIA_NORTE_3A,STK FIN,0.5,Publico,0232_BAHIA_NORTE_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Jacuipe,6,GSI-BROOKS,
0.6325087,1,0232_BAHIA_NORTE_3A,MIG FIN,1,Publico,0232_BAHIA_NORTE_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Jacuipe,6,GSI-BROOKS,
, ,0232_BAHIA_NORTE_3A,Field Data,0,Publico,0232_BAHIA_NORTE_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Jacuipe,6,GSI-BROOKS,
, ,0232_BAHIA_NORTE_3A_ANALISE,Field Data,0,Publico,0232_BAHIA_NORTE_3A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Jacuipe,6,GSI-BROOKS,
0.0125703,1,0232_BAIA_TODOS_SANTOS_2A,STK FIN,0.5,Publico,0232_BAIA_TODOS_SANTOS_2A,Exclusivo Pre-98,Sismica 2D, ,01/01/1970,53, , , ,Reconcavo,6,GSI-BROOKS,
0.005042,1,0232_BAIA_TODOS_SANTOS_2A,MIG FIN,1,Publico,0232_BAIA_TODOS_SANTOS_2A,Exclusivo Pre-98,Sismica 2D, ,01/01/1970,53, , , ,Reconcavo,6,GSI-BROOKS,
, ,0232_BAIA_TODOS_SANTOS_2A,Field Data,0,Publico,0232_BAIA_TODOS_SANTOS_2A,Exclusivo Pre-98,Sismica 2D, ,01/01/1970,53, , , ,Reconcavo,6,GSI-BROOKS,
29.896.902,1,0232_BAIXO_MOSQUEIRO_7A,STK FIN,0.5,Publico,0232_BAIXO_MOSQUEIRO_7A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
28.024.636,1,0232_BAIXO_MOSQUEIRO_7A,MIG RAW,0.25,Publico,0232_BAIXO_MOSQUEIRO_7A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
28.024.636,1,0232_BAIXO_MOSQUEIRO_7A,MIG FIN,1,Publico,0232_BAIXO_MOSQUEIRO_7A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
, ,0232_BAIXO_MOSQUEIRO_7A,Field Data,0,Publico,0232_BAIXO_MOSQUEIRO_7A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
0.1826289,1,0232_NW_ABROLHOS_1A,STK FIN,0.5,Publico,0232_NW_ABROLHOS_1A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,GSI-BROOKS,
0.1825996,1,0232_NW_ABROLHOS_1A,MIG FIN,1,Publico,0232_NW_ABROLHOS_1A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,GSI-BROOKS,
, ,0232_NW_ABROLHOS_1A,Field Data,0,Publico,0232_NW_ABROLHOS_1A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,GSI-BROOKS,
0.1235909,1,0232_PERNAMBUCO_5A,STK FIN,0.5,Publico,0232_PERNAMBUCO_5A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Parana,10,GSI-BROOKS,
0.212167,1,0232_PERNAMBUCO_5A,MIG FIN,1,Publico,0232_PERNAMBUCO_5A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Parana,10,GSI-BROOKS,
, ,0232_PERNAMBUCO_5A,Field Data,0,Publico,0232_PERNAMBUCO_5A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Parana,10,GSI-BROOKS,
29.044.438,1,0232_SE_PESCADA_6A,MIG RAW,0.25,Publico,0232_SE_PESCADA_6A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Potiguar,0,GSI-BROOKS,
29.044.438,1,0232_SE_PESCADA_6A,MIG FIN,1,Publico,0232_SE_PESCADA_6A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Potiguar,0,GSI-BROOKS,
, ,0232_SE_PESCADA_6A,Field Data,0,Publico,0232_SE_PESCADA_6A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Potiguar,0,GSI-BROOKS,
0.02633753,1,0232_SERGIPE_ALAGOAS_4A,POST-STM,2.5,Publico,0232_SERGIPE_ALAGOAS_4A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
13.171.887,1,0232_SERGIPE_ALAGOAS_4A,STK FIN,0.5,Publico,0232_SERGIPE_ALAGOAS_4A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
17.892.912,1,0232_SERGIPE_ALAGOAS_4A,MIG FIN,1,Publico,0232_SERGIPE_ALAGOAS_4A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
, ,0232_SERGIPE_ALAGOAS_4A,Field Data,0,Publico,0232_SERGIPE_ALAGOAS_4A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
0.2728739,1,0232_SERGIPE_ALAGOAS_4B,STK FIN,0.5,Publico,0232_SERGIPE_ALAGOAS_4B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
0.2096209,1,0232_SERGIPE_ALAGOAS_4B,MIG FIN,1,Publico,0232_SERGIPE_ALAGOAS_4B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
, ,0232_SERGIPE_ALAGOAS_4B,Field Data,0,Publico,0232_SERGIPE_ALAGOAS_4B,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
0.0447998,1,0232_SERGIPE_ALAGOAS_4C,STK FIN,0.5,Publico,0232_SERGIPE_ALAGOAS_4C,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
0.0206738,1,0232_SERGIPE_ALAGOAS_4C,MIG FIN,1,Publico,0232_SERGIPE_ALAGOAS_4C,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
, ,0232_SERGIPE_ALAGOAS_4C,Field Data,0,Publico,0232_SERGIPE_ALAGOAS_4C,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,multiplas,6,GSI-BROOKS,
21.712.765,1,0232_VITORIA_REGENCIA_1C,STK FIN,0.5,Publico,0232_VITORIA_REGENCIA_1C,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,GSI-BROOKS,
21.712.599,1,0232_VITORIA_REGENCIA_1C,MIG FIN,1,Publico,0232_VITORIA_REGENCIA_1C,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,GSI-BROOKS,
, ,0232_VITORIA_REGENCIA_1C,Field Data,0,Publico,0232_VITORIA_REGENCIA_1C,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,GSI-BROOKS,
0.7477841,1,0233_LESTE_URUCU,MIG FIN,1,Publico,0233_LESTE_URUCU,Exclusivo Pre-98,Sismica 3D,13/06/1988,14/09/1988,35, , , ,Solimoes,7,Petrobras,Petrobras
, ,0233_LESTE_URUCU,Field Data,0,Publico,0233_LESTE_URUCU,Exclusivo Pre-98,Sismica 3D,13/06/1988,14/09/1988,35, , , ,Solimoes,7,Petrobras,Petrobras
0.2289796,1,0233_POCO_XAVIER,STK FIN,0.5,Publico,0233_POCO_XAVIER,Exclusivo Pre-98,Sismica 3D,08/10/1988,29/11/1988,35, , , ,Potiguar,0,Petrobras,Petrobras
0.2289757,1,0233_POCO_XAVIER,MIG FIN,1,Publico,0233_POCO_XAVIER,Exclusivo Pre-98,Sismica 3D,08/10/1988,29/11/1988,35, , , ,Potiguar,0,Petrobras,Petrobras
, ,0233_POCO_XAVIER,Field Data,0,Publico,0233_POCO_XAVIER,Exclusivo Pre-98,Sismica 3D,08/10/1988,29/11/1988,35, , , ,Potiguar,0,Petrobras,Petrobras
, ,0233_RIO_URUCU,Field Data,0,Publico,0233_RIO_URUCU,Exclusivo Pre-98,Sismica 3D,13/06/1988,14/09/1988,35, , , ,Solimoes,7,Petrobras,Petrobras
0.0097393,1,0234_SOLIMOES_63,STK FIN,0.5,Publico,0234_SOLIMOES_63,Exclusivo Pre-98,Sismica 2D,21/10/1988,27/08/1989,34, , , ,Solimoes,7,Petrobras,Petrobras
0.1438586,1,0234_SOLIMOES_63,MIG FIN,1,Publico,0234_SOLIMOES_63,Exclusivo Pre-98,Sismica 2D,21/10/1988,27/08/1989,34, , , ,Solimoes,7,Petrobras,Petrobras
, ,0234_SOLIMOES_63,Field Data,0,Publico,0234_SOLIMOES_63,Exclusivo Pre-98,Sismica 2D,21/10/1988,27/08/1989,34, , , ,Solimoes,7,Petrobras,Petrobras
, ,0235_CAMPOS_SUL_1A,Field Data,0,Publico,0235_CAMPOS_SUL_1A,Exclusivo Pre-98,Sismica 3D,30/11/1988,10/02/1989,34, , , ,Campos,3,Petrobras,Petrobras
42.956.312,1,0235_CAMPOS_SUL_1A_1B,MIG FIN,1,Publico,0235_CAMPOS_SUL_1A_1B,Exclusivo Pre-98,Sismica 3D,30/11/1988,10/02/1989,34, , , ,Campos,3,Petrobras,Petrobras
, ,0235_CAMPOS_SUL_1B,Field Data,0,Publico,0235_CAMPOS_SUL_1B,Exclusivo Pre-98,Sismica 3D,30/11/1988,10/02/1989,34, , , ,Campos,3,Petrobras,Petrobras
19.374.116,1,0235_CAMPOS_SUL_1C,STK FIN,0.5,Publico,0235_CAMPOS_SUL_1C,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,3,Petrobras,Petrobras
19.146.615,1,0235_CAMPOS_SUL_1C,MIG RAW,0.25,Publico,0235_CAMPOS_SUL_1C,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,3,Petrobras,Petrobras
19.146.615,1,0235_CAMPOS_SUL_1C,MIG FIN,1,Publico,0235_CAMPOS_SUL_1C,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,3,Petrobras,Petrobras
, ,0235_CAMPOS_SUL_1C,Field Data,0,Publico,0235_CAMPOS_SUL_1C,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Campos,3,Petrobras,Petrobras
0.3275655,1,0235_CAMPOS_SUL_1D,STK FIN,0.5,Publico,0235_CAMPOS_SUL_1D,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Petrobras,Petrobras
0.3270704,1,0235_CAMPOS_SUL_1D,MIG FIN,1,Publico,0235_CAMPOS_SUL_1D,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Petrobras,Petrobras
, ,0235_CAMPOS_SUL_1D,Field Data,0,Publico,0235_CAMPOS_SUL_1D,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Petrobras,Petrobras
0.4193508,1,0235_E_CAMPOS_SUL_2A,STK FIN,0.5,Publico,0235_E_CAMPOS_SUL_2A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Petrobras,Petrobras
0.4603643,1,0235_E_CAMPOS_SUL_2A,MIG FIN,1,Publico,0235_E_CAMPOS_SUL_2A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Petrobras,Petrobras
, ,0235_E_CAMPOS_SUL_2A,Field Data,0,Publico,0235_E_CAMPOS_SUL_2A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Campos,3,Petrobras,Petrobras
51.137.939,102.275.878,0235_ESPIRITO_SANTO_5A,STK FIN,0.5,Publico,0235_ESPIRITO_SANTO_5A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,Petrobras,Petrobras
, ,0235_ESPIRITO_SANTO_5A,Field Data,0,Publico,0235_ESPIRITO_SANTO_5A,Exclusivo Pre-98,Sismica 3D,01/01/1970,01/01/1970,53, , , ,Espirito Santo,6,Petrobras,Petrobras
0.0189111,1,0235_N_TUBARAO_7A,STK FIN,0.5,Publico,0235_N_TUBARAO_7A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Petrobras,Petrobras
0.0315185,1,0235_N_TUBARAO_7A,MIG FIN,1,Publico,0235_N_TUBARAO_7A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Petrobras,Petrobras
, ,0235_N_TUBARAO_7A,Field Data,0,Publico,0235_N_TUBARAO_7A,Exclusivo Pre-98,Sismica 2D,01/01/1970,01/01/1970,53, , , ,Santos,3,Petrobras,Petrobras
54.073.872,108.147.744,0235_N_UBARANA_4A,MIG RAW,0.25,Publico,0235_N_UBARANA_4A,Exclusivo Pre-98,Sismica 3D,31/12/1987,31/12/1989,34, , , ,Potiguar,0,Petrobras,Petrobras
54.073.872,108.147.744,0235_N_UBARANA_4A,MIG FIN,1,Publico,0235_N_UBARANA_4A,Exclusivo Pre-98,Sismica 3D,31/12/1987,31/12/1989,34, , , ,Potiguar,0,Petrobras,Petrobras
